,__type,AreaNum,AreaType,BallotOrder,CandidateID,CountyID,CountyName,CurrentDateTime,IsReported,OfficeSeqNo,PartyCode,PartyName,PrecinctName,PrecinctsPartial,PrecinctsReporting,RaceID,RaceName,RecountPercent,RecountVotes,StatePrecinctID,TotalPrecincts,VoteFor,Winner,calcCandidate,calcCandidatePercentage,calcCandidateVotes,Unnamed: 26
0,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,1,23844,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 01 - D-CITY,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,1,727,1,False,KATHERINE BIDEGARAY,0,0,
1,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,2,23845,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 01 - D-CITY,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,1,727,1,False,DAN WILSON,0,0,
2,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,1,23844,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 02 - D-RURAL,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,2,727,1,False,KATHERINE BIDEGARAY,0,0,
3,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,2,23845,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 02 - D-RURAL,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,2,727,1,False,DAN WILSON,0,0,
4,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,1,23844,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 03 - D.RURAL,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,3,727,1,False,KATHERINE BIDEGARAY,0,0,
5,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,2,23845,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 03 - D.RURAL,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,3,727,1,False,DAN WILSON,0,0,
6,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,1,23844,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 04 - LIMA,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,4,727,1,False,KATHERINE BIDEGARAY,0,0,
7,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,2,23845,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 04 - LIMA,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,4,727,1,False,DAN WILSON,0,0,
8,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,1,23844,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 05 - DELL,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,5,727,1,False,KATHERINE BIDEGARAY,0,0,
9,MapData:#MontanaWebServices,SUPREME COURT JUSTICE,,2,23845,1,Beaverhead,,False,5003,NON,Non-Partisan,PRECINCT 05 - DELL,0,0,450000000001615,SUPREME COURT JUSTICE #3,0,0,5,727,1,False,DAN WILSON,0,0,
